0,0,0
0.25,-0,0
0.5,0,0
0.75,0,0
1,0,0
1,0,0
1.1646,0.013639,0.082673
1.3247,0.054183,0.24802
1.4759,0.12053,0.41337
1.6142,0.21086,0.57871
1.7357,0.32272,0.74406
1.8372,0.45305,0.90941
1.9158,0.5983,1.0748
1.9694,0.75451,1.2401
1.9966,0.91742,1.4054
1.9966,1.0826,0
1.9694,1.2455,-4.547
1.9158,1.4017,-4.3817
1.8372,1.5469,-4.2163
1.7357,1.6773,-4.051
1.6142,1.7891,-3.8857
1.4759,1.8795,-3.7203
1.3247,1.9458,-3.555
1.1646,1.9864,-3.3896
1,2,-3.2243
1,2,0
0.75,2,3.1416
0.5,2,3.1416
0.25,2,3.1416
1.1102e-16,2,3.1416
2.2204e-16,2,0
-0.16459,1.9864,3.2243
-0.3247,1.9458,3.3896
-0.47595,1.8795,3.555
-0.61421,1.7891,3.7203
-0.73572,1.6773,3.8857
-0.83717,1.5469,4.051
-0.91577,1.4017,4.2163
-0.9694,1.2455,4.3817
-0.99658,1.0826,4.547
-0.99658,0.91742,3.1416
-0.9694,0.75451,-1.4054
-0.91577,0.5983,-1.2401
-0.83717,0.45305,-1.0748
-0.73572,0.32272,-0.90941
-0.61421,0.21086,-0.74406
-0.47595,0.12053,-0.57871
-0.3247,0.054183,-0.41337
-0.16459,0.013639,-0.24802
-2.2204e-16,0,-0.082673
