0,0,0
0.16535,-0,0
0.33069,-0,0
0.49604,-0,0
0.66139,-0,0
0.82673,-0,0
0.99208,-0,0
1.1574,-0,0
1.3228,-0,0
1.4881,-0,0
1.6535,0,0
1.8188,0,0
1.9842,0,0
2.1495,0,0
2.3149,0,0
2.4802,0,0
2.6456,0,0
2.8109,0,0
2.9762,0,0
3.1416,0,0
3.1416,-0,0.0924
3.1416,-0,0.1848
3.1416,-0,0.2772
3.1416,-0,0.3696
3.1416,-0,0.462
3.1416,-0,0.5544
3.1416,-0,0.6468
3.1416,-0,0.7392
3.1416,0,0.8316
3.1416,0,0.924
3.1416,0,1.0164
3.1416,0,1.1088
3.1416,0,1.2012
3.1416,0,1.2936
3.1416,0,1.386
3.1416,0,1.4784
3.1416,0,1.5708
3.1416,0,1.5708
3.3062,-0.013639,-0.082673
3.4663,-0.054183,-0.24802
3.6175,-0.12053,-0.41337
3.7558,-0.21086,-0.57871
3.8773,-0.32272,-0.74406
3.9788,-0.45305,-0.90941
4.0574,-0.5983,-1.0748
4.111,-0.75451,-1.2401
4.1382,-0.91742,-1.4054
4.1382,-1.0826,-1.5708
4.111,-1.2455,4.547
4.0574,-1.4017,4.3817
3.9788,-1.5469,4.2163
3.8773,-1.6773,4.051
3.7558,-1.7891,3.8857
3.6175,-1.8795,3.7203
3.4663,-1.9458,3.555
3.3062,-1.9864,3.3896
3.1416,-2,3.2243
3.1416,-2,1.5708
2.9762,-1.9864,-3.2239
2.8109,-1.9458,-3.3821
2.6456,-1.8795,-3.5232
2.4802,-1.7891,-3.6416
2.3149,-1.6773,-3.7364
2.1495,-1.5469,-3.8091
1.9842,-1.4017,-3.8624
1.8188,-1.2455,-3.8986
1.6535,-1.0826,-3.9196
1.4881,-0.91742,-3.9264
1.3228,-0.75451,-3.9196
1.1574,-0.5983,-3.8986
0.99208,-0.45305,-3.8624
0.82673,-0.32272,-3.8091
0.66139,-0.21086,-3.7364
0.49604,-0.12053,-3.6416
0.33069,-0.054183,-3.5232
0.16535,-0.013639,-3.3821
0,0,-3.2239
