0,0,0
0.26316,-0,0.079534
0.52632,-0,0.15907
0.78947,-0,0.2386
1.0526,-0,0.31814
1.3158,-0,0.39767
1.5789,-0,0.4772
1.8421,-0,0.55674
2.1053,-0,0.63627
2.3684,-0,0.71581
2.6316,0,0.79534
2.8947,0,0.87487
3.1579,0,0.95441
3.4211,0,1.0339
3.6842,0,1.1135
3.9474,0,1.193
4.2105,0,1.2725
4.4737,0,1.3521
4.7368,0,1.4316
5,0,1.5111
5,0,1.5907
5,0.26316,1.6702
5,0.52632,1.7497
5,0.78947,1.8293
5,1.0526,1.9088
5,1.3158,1.9883
5,1.5789,2.0679
5,1.8421,2.1474
5,2.1053,2.227
5,2.3684,2.3065
5,2.6316,2.386
5,2.8947,2.4656
5,3.1579,2.5451
5,3.4211,2.6246
5,3.6842,2.7042
5,3.9474,2.7837
5,4.2105,2.8632
5,4.4737,2.9428
5,4.7368,3.0223
5,5,3.1018
5,5,3.1814
4.7368,5,3.2609
4.4737,5,3.3404
4.2105,5,3.42
3.9474,5,3.4995
3.6842,5,3.579
3.4211,5,3.6586
3.1579,5,3.7381
2.8947,5,3.8176
2.6316,5,3.8972
2.3684,5,3.9767
2.1053,5,4.0562
1.8421,5,4.1358
1.5789,5,4.2153
1.3158,5,4.2948
1.0526,5,4.3744
0.78947,5,4.4539
0.52632,5,4.5334
0.26316,5,4.613
0,5,4.6925
0,5,4.772
-0,4.7368,4.8516
-0,4.4737,4.9311
-0,4.2105,5.0106
-0,3.9474,5.0902
-0,3.6842,5.1697
-0,3.4211,5.2492
-0,3.1579,5.3288
-0,2.8947,5.4083
-0,2.6316,5.4878
0,2.3684,5.5674
0,2.1053,5.6469
0,1.8421,5.7264
0,1.5789,5.806
0,1.3158,5.8855
0,1.0526,5.965
0,0.78947,6.0446
0,0.52632,6.1241
0,0.26316,6.2037
0,0,6.2832
