6.1232E-17,0.034483,0.068966,0.10345,0.13793,0.17241,0.2069,0.24138,0.27586,0.31034,0.34483,0.37931,0.41379,0.44828,0.48276,0.51724,0.55172,0.58621,0.62069,0.65517,0.68966,0.72414,0.75862,0.7931,0.82759,0.86207,0.89655,0.93103,0.96552,1,0.90773,0.81625,0.72634,0.63876,0.55426,0.47357,0.39736,0.3263,0.26099,0.20198,0.14978,0.10484,0.067527,0.038174,0.017026,0.0042655,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12,6.7463E-12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99573,0.98297,0.96183,0.93247,0.89516,0.85022,0.79802,0.73901,0.67369,0.60263,0.52643,0.44574,0.36124,0.27366,0.18375,0.092265,-0.0000036732,0.034479,0.068962,0.10345,0.13793,0.17241,0.2069,0.24138,0.27586,0.31034,0.34483,0.37931,0.41379,0.44828,0.48276,0.51724,0.55172,0.58621,0.62069,0.65517,0.68966,0.72414,0.75862,0.7931,0.82759,0.86207,0.89655,0.93103,0.96552,1
